# elem xi1 xi2 x y psi_FEM psi_exact difference
2 0.800000000000 -0.200000000000 2.375000000000 0.500000000000 -0.195467435289 -0.195322994232 -0.000144441057
2 0.800000000000 -0.000000000000 2.375000000000 0.625000000000 -0.196382189471 -0.196278572417 -0.000103617054
2 0.800000000000 0.200000000000 2.375000000000 0.750000000000 -0.197489935661 -0.197431130006 -0.000058805655
2 0.800000000000 0.400000000000 2.375000000000 0.875000000000 -0.198790673858 -0.198772065338 -0.000018608520
2 0.800000000000 0.600000000000 2.375000000000 1.000000000000 -0.200284404062 -0.200291732236 0.000007328174
2 0.800000000000 0.800000000000 2.375000000000 1.125000000000 -0.201971126274 -0.201979652057 0.000008525782
2 0.800000000000 1.000000000000 2.375000000000 1.250000000000 -0.203850840494 -0.203824727949 -0.000026112545
2 1.000000000000 -1.000000000000 2.500000000000 0.000000000000 -0.199383418959 -0.199383418959 0.000000000000
2 1.000000000000 -0.800000000000 2.500000000000 0.125000000000 -0.199515314340 -0.199484856157 -0.000030458183
2 1.000000000000 -0.600000000000 2.500000000000 0.250000000000 -0.199830070955 -0.199788394242 -0.000041676712
2 1.000000000000 -0.400000000000 2.500000000000 0.375000000000 -0.200327688803 -0.200291732236 -0.000035956567
2 1.000000000000 -0.200000000000 2.500000000000 0.500000000000 -0.201008167886 -0.200991099325 -0.000017068560
2 1.000000000000 -0.000000000000 2.500000000000 0.625000000000 -0.201871508202 -0.201881347571 0.000009839369
2 1.000000000000 0.200000000000 2.500000000000 0.750000000000 -0.202917709751 -0.202956075001 0.000038365250
2 1.000000000000 0.400000000000 2.500000000000 0.875000000000 -0.204146772534 -0.204207773076 0.000061000542
2 1.000000000000 0.600000000000 2.500000000000 1.000000000000 -0.205558696551 -0.205627991703 0.000069295152
2 1.000000000000 0.800000000000 2.500000000000 1.125000000000 -0.207153481802 -0.207207514682 0.000054032880
2 1.000000000000 1.000000000000 2.500000000000 1.250000000000 -0.208931128286 -0.208936538628 0.000005410342
3 -1.000000000000 -1.000000000000 2.500000000000 0.000000000000 -0.199383418959 -0.199383418959 0.000000000000
3 -1.000000000000 -0.800000000000 2.500000000000 0.125000000000 -0.199515314340 -0.199484856157 -0.000030458183
3 -1.000000000000 -0.600000000000 2.500000000000 0.250000000000 -0.199830070955 -0.199788394242 -0.000041676712
3 -1.000000000000 -0.400000000000 2.500000000000 0.375000000000 -0.200327688803 -0.200291732236 -0.000035956567
3 -1.000000000000 -0.200000000000 2.500000000000 0.500000000000 -0.201008167886 -0.200991099325 -0.000017068560
3 -1.000000000000 -0.000000000000 2.500000000000 0.625000000000 -0.201871508202 -0.201881347571 0.000009839369
3 -1.000000000000 0.200000000000 2.500000000000 0.750000000000 -0.202917709751 -0.202956075001 0.000038365250
3 -1.000000000000 0.400000000000 2.500000000000 0.875000000000 -0.204146772534 -0.204207773076 0.000061000542
3 -1.000000000000 0.600000000000 2.500000000000 1.000000000000 -0.205558696551 -0.205627991703 0.000069295152
3 -1.000000000000 0.800000000000 2.500000000000 1.125000000000 -0.207153481802 -0.207207514682 0.000054032880
3 -1.000000000000 1.000000000000 2.500000000000 1.250000000000 -0.208931128286 -0.208936538628 0.000005410342
3 -0.800000000000 -1.000000000000 2.625000000000 0.000000000000 -0.204909050434 -0.204968375966 0.000059325532
